t=,35620, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.006, ca=,0.0113, cr=,0.0348,  0.816239, 
t=,71241, actvstrat=,mBuy=,-0.072, mSel=,+0.053, b=,0.004, m=,0.000, ca=,0.0080, cr=,0.0352,  1.170303, 
t=,106868, actvstrat=,mBuy=,-0.011, mSel=,+0.041, b=,0.000, m=,0.053, ca=,0.0068, cr=,0.0340,  0.529188, 
t=,142488, actvstrat=,mBuy=,-0.025, mSel=,+0.044, b=,0.006, m=,0.042, ca=,0.0057, cr=,0.0289,  0.936756, 
t=,178111, actvstrat=,mBuy=,-0.016, mSel=,+0.080, b=,0.020, m=,0.029, ca=,0.0056, cr=,0.0288,  0.834210, 
t=,213731, actvstrat=,mBuy=,-0.043, mSel=,+0.017, b=,0.055, m=,0.025, ca=,0.0073, cr=,0.0276,  0.910664, 
t=,249353, actvstrat=,mBuy=,-0.014, mSel=,+0.013, b=,0.082, m=,0.013, ca=,0.0056, cr=,0.0250,  0.966490, 
t=,284973, actvstrat=,mBuy=,+0.000, mSel=,+0.052, b=,0.081, m=,0.051, ca=,0.0022, cr=,0.0268,  1.029232, 
t=,320594, actvstrat=,mBuy=,-0.006, mSel=,+0.067, b=,0.106, m=,0.027, ca=,0.0006, cr=,0.0239,  0.989210, 
t=,356215, actvstrat=,mBuy=,+0.000, mSel=,+0.053, b=,0.154, m=,0.000, ca=,0.0000, cr=,0.0244,  1.111149, 
t=,391836, actvstrat=,mBuy=,-0.013, mSel=,+0.080, b=,0.204, m=,0.034, ca=,0.0015, cr=,0.0242,  1.190285, 
t=,427457, actvstrat=,mBuy=,-0.048, mSel=,+0.117, b=,0.179, m=,0.035, ca=,0.0006, cr=,0.0257,  1.156895, 
t=,463078, actvstrat=,mBuy=,-0.043, mSel=,+0.127, b=,0.174, m=,0.000, ca=,0.0000, cr=,0.0237,  1.111180, 
t=,498698, actvstrat=,mBuy=,-0.044, mSel=,+0.134, b=,0.176, m=,0.003, ca=,0.0031, cr=,0.0231,  1.175572, 
t=,534319, actvstrat=,mBuy=,-0.033, mSel=,+0.174, b=,0.205, m=,0.006, ca=,0.0022, cr=,0.0259,  1.181502, 
t=,569939, actvstrat=,mBuy=,-0.047, mSel=,+0.138, b=,0.255, m=,0.006, ca=,0.0045, cr=,0.0242,  1.223090, 
t=,605560, actvstrat=,mBuy=,-0.042, mSel=,+0.101, b=,0.207, m=,0.003, ca=,0.0024, cr=,0.0244,  1.176709, 
t=,641180, actvstrat=,mBuy=,-0.001, mSel=,+0.078, b=,0.208, m=,0.000, ca=,0.0051, cr=,0.0220,  1.140848, 
t=,676801, actvstrat=,mBuy=,-0.023, mSel=,+0.059, b=,0.168, m=,0.017, ca=,0.0002, cr=,0.0211,  1.181550, 
t=,712422, actvstrat=,mBuy=,+0.000, mSel=,+0.064, b=,0.190, m=,0.000, ca=,0.0007, cr=,0.0178,  1.165999, 
t=,748042, actvstrat=,mBuy=,-0.043, mSel=,+0.026, b=,0.181, m=,0.024, ca=,0.0002, cr=,0.0179,  1.097528, 
t=,783663, actvstrat=,mBuy=,-0.014, mSel=,+0.008, b=,0.167, m=,0.000, ca=,0.0009, cr=,0.0171,  1.151033, 
t=,819283, actvstrat=,mBuy=,-0.056, mSel=,+0.000, b=,0.188, m=,0.002, ca=,0.0000, cr=,0.0167,  1.152189, 
t=,854904, actvstrat=,mBuy=,-0.079, mSel=,+0.003, b=,0.216, m=,0.000, ca=,0.0011, cr=,0.0179,  1.212016, 
t=,890524, actvstrat=,mBuy=,-0.037, mSel=,+0.012, b=,0.213, m=,0.021, ca=,0.0000, cr=,0.0167,  1.206326, 
t=,926144, actvstrat=,mBuy=,+0.000, mSel=,+0.009, b=,0.235, m=,0.000, ca=,0.0002, cr=,0.0124,  1.215741, 
t=,961765, actvstrat=,mBuy=,-0.035, mSel=,+0.017, b=,0.260, m=,0.025, ca=,0.0007, cr=,0.0102,  1.235419, 
t=,997385, actvstrat=,mBuy=,+0.000, mSel=,+0.000, b=,0.253, m=,0.026, ca=,0.0033, cr=,0.0086,  1.229316, 
t=,1033006, actvstrat=,mBuy=,-0.034, mSel=,+0.030, b=,0.312, m=,0.054, ca=,0.0015, cr=,0.0102,  1.276945, 
t=,1068627, actvstrat=,mBuy=,-0.039, mSel=,+0.012, b=,0.345, m=,0.047, ca=,0.0023, cr=,0.0136,  1.224107, 
t=,1104247, actvstrat=,mBuy=,-0.049, mSel=,+0.034, b=,0.377, m=,0.062, ca=,0.0005, cr=,0.0105,  1.264883, 
t=,1139867, actvstrat=,mBuy=,-0.047, mSel=,+0.004, b=,0.418, m=,0.057, ca=,0.0000, cr=,0.0113,  1.288822, 
t=,1175488, actvstrat=,mBuy=,-0.085, mSel=,+0.010, b=,0.405, m=,0.046, ca=,0.0003, cr=,0.0080,  1.320776, 
t=,1211108, actvstrat=,mBuy=,-0.034, mSel=,+0.033, b=,0.442, m=,0.065, ca=,0.0008, cr=,0.0076,  1.358765, 
t=,1246729, actvstrat=,mBuy=,-0.029, mSel=,+0.052, b=,0.476, m=,0.021, ca=,0.0015, cr=,0.0062,  1.324272, 
t=,1282349, actvstrat=,mBuy=,+0.000, mSel=,+0.048, b=,0.477, m=,0.000, ca=,0.0026, cr=,0.0064,  1.382038, 
t=,1317970, actvstrat=,mBuy=,-0.015, mSel=,+0.024, b=,0.481, m=,0.045, ca=,0.0046, cr=,0.0055,  1.367305, 
t=,1353592, actvstrat=,mBuy=,-0.011, mSel=,+0.015, b=,0.480, m=,0.000, ca=,0.0035, cr=,0.0036,  1.293828, 
t=,1389212, actvstrat=,mBuy=,-0.018, mSel=,+0.013, b=,0.515, m=,0.015, ca=,0.0036, cr=,0.0001,  1.357746, 
t=,1424832, actvstrat=,mBuy=,-0.058, mSel=,+0.000, b=,0.525, m=,0.000, ca=,0.0000, cr=,0.0012,  1.396364, 
t=,1460453, actvstrat=,mBuy=,-0.042, mSel=,+0.013, b=,0.491, m=,0.001, ca=,0.0005, cr=,0.0079,  1.400778, 
t=,1496073, actvstrat=,mBuy=,-0.077, mSel=,+0.011, b=,0.520, m=,0.007, ca=,0.0000, cr=,0.0049,  1.347735, 
t=,1531694, actvstrat=,mBuy=,-0.121, mSel=,+0.002, b=,0.494, m=,0.029, ca=,0.0026, cr=,0.0053,  1.357770, 
t=,1567314, actvstrat=,mBuy=,-0.119, mSel=,+0.032, b=,0.494, m=,0.000, ca=,0.0016, cr=,0.0074,  1.386517, 
t=,1602935, actvstrat=,mBuy=,-0.151, mSel=,+0.000, b=,0.494, m=,0.031, ca=,0.0022, cr=,0.0088,  1.364114, 
t=,1638556, actvstrat=,mBuy=,-0.134, mSel=,+0.003, b=,0.531, m=,0.006, ca=,0.0000, cr=,0.0079,  1.417191, 
t=,1674176, actvstrat=,mBuy=,-0.163, mSel=,+0.000, b=,0.543, m=,0.026, ca=,0.0008, cr=,0.0069,  1.347623, 
t=,1709796, actvstrat=,mBuy=,-0.184, mSel=,+0.027, b=,0.541, m=,0.000, ca=,0.0000, cr=,0.0063,  1.388221, 
t=,1745417, actvstrat=,mBuy=,-0.153, mSel=,+0.038, b=,0.497, m=,0.007, ca=,0.0005, cr=,0.0082,  1.383793, 
t=,1781037, actvstrat=,mBuy=,-0.093, mSel=,+0.051, b=,0.518, m=,0.022, ca=,0.0000, cr=,0.0041,  1.335546, 
t=,1816658, actvstrat=,mBuy=,-0.119, mSel=,+0.015, b=,0.513, m=,0.006, ca=,0.0007, cr=,0.0053,  1.365713, 
t=,1852279, actvstrat=,mBuy=,-0.106, mSel=,+0.059, b=,0.494, m=,0.003, ca=,0.0005, cr=,0.0084,  1.397774, 
t=,1887900, actvstrat=,mBuy=,-0.078, mSel=,+0.031, b=,0.464, m=,0.000, ca=,0.0034, cr=,0.0085,  1.409204, 
t=,1923520, actvstrat=,mBuy=,-0.053, mSel=,+0.066, b=,0.488, m=,0.006, ca=,0.0073, cr=,0.0096,  1.353766, 
t=,1959140, actvstrat=,mBuy=,-0.031, mSel=,+0.044, b=,0.440, m=,0.003, ca=,0.0083, cr=,0.0057,  1.350541, 
t=,1994761, actvstrat=,mBuy=,-0.042, mSel=,+0.017, b=,0.479, m=,0.023, ca=,0.0071, cr=,0.0058,  1.354817, 
t=,2030381, actvstrat=,mBuy=,-0.063, mSel=,+0.000, b=,0.493, m=,0.006, ca=,0.0076, cr=,0.0015,  1.320835, 
t=,2066002, actvstrat=,mBuy=,-0.063, mSel=,+0.009, b=,0.513, m=,0.000, ca=,0.0119, cr=,0.0065,  1.409440, 
t=,2101622, actvstrat=,mBuy=,-0.036, mSel=,+0.017, b=,0.509, m=,0.009, ca=,0.0096, cr=,0.0072,  1.405360, 
t=,2137243, actvstrat=,mBuy=,+0.000, mSel=,+0.054, b=,0.536, m=,0.000, ca=,0.0060, cr=,0.0052,  1.439559, 
t=,2172864, actvstrat=,mBuy=,-0.028, mSel=,+0.047, b=,0.567, m=,0.002, ca=,0.0064, cr=,0.0102,  1.400697, 
t=,2208485, actvstrat=,mBuy=,-0.028, mSel=,+0.027, b=,0.596, m=,0.000, ca=,0.0098, cr=,0.0088,  1.442644, 
t=,2244105, actvstrat=,mBuy=,+0.000, mSel=,+0.004, b=,0.633, m=,0.002, ca=,0.0100, cr=,0.0083,  1.454145, 
t=,2279726, actvstrat=,mBuy=,-0.027, mSel=,+0.011, b=,0.620, m=,0.011, ca=,0.0049, cr=,0.0054,  1.432198, 
t=,2315346, actvstrat=,mBuy=,-0.025, mSel=,+0.000, b=,0.632, m=,0.028, ca=,0.0005, cr=,0.0021,  1.425706, 
t=,2350967, actvstrat=,mBuy=,-0.059, mSel=,+0.038, b=,0.678, m=,0.015, ca=,0.0009, cr=,0.0008,  1.441330, 
t=,2386587, actvstrat=,mBuy=,-0.022, mSel=,+0.055, b=,0.644, m=,0.023, ca=,0.0040, cr=,0.0000,  1.391971, 
t=,2422207, actvstrat=,mBuy=,-0.065, mSel=,+0.021, b=,0.661, m=,0.040, ca=,0.0051, cr=,0.0041,  1.398948, 
t=,2457828, actvstrat=,mBuy=,-0.095, mSel=,+0.010, b=,0.632, m=,0.026, ca=,0.0057, cr=,0.0036,  1.392251, 
t=,2493449, actvstrat=,mBuy=,-0.084, mSel=,+0.005, b=,0.627, m=,0.056, ca=,0.0062, cr=,0.0019,  1.352683, 
t=,2529069, actvstrat=,mBuy=,-0.090, mSel=,+0.000, b=,0.635, m=,0.081, ca=,0.0116, cr=,0.0017,  1.378008, 
t=,2564690, actvstrat=,mBuy=,-0.080, mSel=,+0.038, b=,0.610, m=,0.070, ca=,0.0140, cr=,0.0003,  1.314202, 
t=,2600312, actvstrat=,mBuy=,-0.071, mSel=,+0.000, b=,0.609, m=,0.068, ca=,0.0157, cr=,0.0000,  1.370494, 
t=,2635932, actvstrat=,mBuy=,-0.059, mSel=,+0.030, b=,0.595, m=,0.015, ca=,0.0194, cr=,0.0017,  1.448528, 
t=,2671553, actvstrat=,mBuy=,-0.033, mSel=,+0.026, b=,0.568, m=,0.008, ca=,0.0186, cr=,0.0018,  1.377288, 
