t=,42488, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.048, ca=,0.0180, cr=,0.0494,  1.677184, 
t=,84977, actvstrat=,mBuy=,-0.072, mSel=,+0.000, b=,0.000, m=,0.081, ca=,0.0210, cr=,0.0471,  1.887464, 
t=,127466, actvstrat=,mBuy=,-0.094, mSel=,+0.000, b=,0.001, m=,0.094, ca=,0.0180, cr=,0.0473,  1.889217, 
t=,169956, actvstrat=,mBuy=,-0.077, mSel=,+0.034, b=,0.020, m=,0.111, ca=,0.0157, cr=,0.0496,  1.670092, 
t=,212445, actvstrat=,mBuy=,-0.104, mSel=,+0.036, b=,0.000, m=,0.093, ca=,0.0170, cr=,0.0499,  1.960457, 
t=,254934, actvstrat=,mBuy=,-0.103, mSel=,+0.018, b=,0.005, m=,0.074, ca=,0.0147, cr=,0.0472,  1.822511, 
t=,297422, actvstrat=,mBuy=,-0.088, mSel=,+0.048, b=,0.000, m=,0.046, ca=,0.0185, cr=,0.0489,  1.756384, 
t=,339911, actvstrat=,mBuy=,-0.108, mSel=,+0.066, b=,0.010, m=,0.019, ca=,0.0183, cr=,0.0506,  1.680647, 
t=,382399, actvstrat=,mBuy=,-0.064, mSel=,+0.041, b=,0.049, m=,0.000, ca=,0.0164, cr=,0.0495,  1.681725, 
t=,424888, actvstrat=,mBuy=,-0.046, mSel=,+0.025, b=,0.036, m=,0.035, ca=,0.0179, cr=,0.0493,  1.658904, 
t=,467377, actvstrat=,mBuy=,-0.122, mSel=,+0.018, b=,0.041, m=,0.047, ca=,0.0156, cr=,0.0507,  1.663847, 
t=,509865, actvstrat=,mBuy=,-0.152, mSel=,+0.007, b=,0.062, m=,0.025, ca=,0.0114, cr=,0.0526,  1.682342, 
t=,552354, actvstrat=,mBuy=,-0.144, mSel=,+0.000, b=,0.065, m=,0.045, ca=,0.0109, cr=,0.0493,  1.635125, 
t=,594843, actvstrat=,mBuy=,-0.155, mSel=,+0.006, b=,0.017, m=,0.000, ca=,0.0128, cr=,0.0520,  1.685222, 
t=,637332, actvstrat=,mBuy=,-0.151, mSel=,+0.022, b=,0.000, m=,0.048, ca=,0.0137, cr=,0.0514,  1.730972, 
t=,679821, actvstrat=,mBuy=,-0.132, mSel=,+0.028, b=,0.000, m=,0.024, ca=,0.0102, cr=,0.0547,  1.767833, 
t=,722311, actvstrat=,mBuy=,-0.137, mSel=,+0.037, b=,0.000, m=,0.026, ca=,0.0084, cr=,0.0495,  1.789068, 
