t=,32856, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.075, ca=,0.0408, cr=,0.0183,  0.631003, 
t=,65713, actvstrat=,mBuy=,-0.025, mSel=,+0.068, b=,0.000, m=,0.078, ca=,0.0420, cr=,0.0187,  0.951662, 
t=,98569, actvstrat=,mBuy=,-0.023, mSel=,+0.060, b=,0.005, m=,0.113, ca=,0.0419, cr=,0.0174,  0.817947, 
t=,131426, actvstrat=,mBuy=,-0.008, mSel=,+0.090, b=,0.021, m=,0.117, ca=,0.0379, cr=,0.0153,  0.715148, 
t=,164287, actvstrat=,mBuy=,+0.000, mSel=,+0.091, b=,0.005, m=,0.151, ca=,0.0381, cr=,0.0115,  0.946868, 
t=,197144, actvstrat=,mBuy=,-0.004, mSel=,+0.081, b=,0.000, m=,0.138, ca=,0.0344, cr=,0.0068,  0.788211, 
t=,230001, actvstrat=,mBuy=,+0.000, mSel=,+0.086, b=,0.000, m=,0.096, ca=,0.0320, cr=,0.0071,  1.172293, 
t=,262859, actvstrat=,mBuy=,-0.025, mSel=,+0.097, b=,0.025, m=,0.085, ca=,0.0339, cr=,0.0097,  0.718083, 
t=,295716, actvstrat=,mBuy=,-0.015, mSel=,+0.115, b=,0.046, m=,0.116, ca=,0.0329, cr=,0.0045,  0.762492, 
t=,328575, actvstrat=,mBuy=,-0.046, mSel=,+0.145, b=,0.055, m=,0.117, ca=,0.0337, cr=,0.0040,  0.772926, 
t=,361431, actvstrat=,mBuy=,-0.063, mSel=,+0.152, b=,0.098, m=,0.137, ca=,0.0338, cr=,0.0052,  0.866533, 
t=,394289, actvstrat=,mBuy=,-0.028, mSel=,+0.157, b=,0.120, m=,0.123, ca=,0.0335, cr=,0.0049,  0.907456, 
t=,427147, actvstrat=,mBuy=,-0.017, mSel=,+0.166, b=,0.147, m=,0.106, ca=,0.0350, cr=,0.0066,  0.921105, 
t=,460004, actvstrat=,mBuy=,+0.000, mSel=,+0.135, b=,0.177, m=,0.052, ca=,0.0353, cr=,0.0060,  1.009585, 
t=,492863, actvstrat=,mBuy=,-0.004, mSel=,+0.112, b=,0.221, m=,0.041, ca=,0.0381, cr=,0.0051,  1.055988, 
t=,525719, actvstrat=,mBuy=,-0.039, mSel=,+0.124, b=,0.218, m=,0.025, ca=,0.0386, cr=,0.0039,  1.111713, 
t=,558576, actvstrat=,mBuy=,-0.081, mSel=,+0.145, b=,0.218, m=,0.043, ca=,0.0362, cr=,0.0063,  1.056935, 
t=,591433, actvstrat=,mBuy=,-0.074, mSel=,+0.136, b=,0.245, m=,0.007, ca=,0.0386, cr=,0.0126,  1.104830, 
t=,624289, actvstrat=,mBuy=,-0.083, mSel=,+0.149, b=,0.287, m=,0.000, ca=,0.0403, cr=,0.0108,  1.150583, 
t=,657145, actvstrat=,mBuy=,-0.083, mSel=,+0.187, b=,0.311, m=,0.007, ca=,0.0391, cr=,0.0123,  1.197727, 
t=,690001, actvstrat=,mBuy=,-0.048, mSel=,+0.161, b=,0.336, m=,0.000, ca=,0.0379, cr=,0.0119,  1.232514, 
t=,722858, actvstrat=,mBuy=,-0.039, mSel=,+0.176, b=,0.378, m=,0.012, ca=,0.0386, cr=,0.0142,  1.217021, 
t=,755714, actvstrat=,mBuy=,-0.012, mSel=,+0.175, b=,0.358, m=,0.040, ca=,0.0382, cr=,0.0184,  1.215290, 
t=,788571, actvstrat=,mBuy=,+0.000, mSel=,+0.141, b=,0.295, m=,0.030, ca=,0.0376, cr=,0.0148,  1.179360, 
t=,821428, actvstrat=,mBuy=,-0.020, mSel=,+0.119, b=,0.297, m=,0.011, ca=,0.0388, cr=,0.0179,  1.151152, 
t=,854284, actvstrat=,mBuy=,-0.027, mSel=,+0.122, b=,0.330, m=,0.047, ca=,0.0411, cr=,0.0145,  1.185973, 
t=,887140, actvstrat=,mBuy=,+0.000, mSel=,+0.115, b=,0.321, m=,0.044, ca=,0.0391, cr=,0.0136,  1.129515, 
t=,919997, actvstrat=,mBuy=,-0.033, mSel=,+0.088, b=,0.277, m=,0.017, ca=,0.0387, cr=,0.0173,  1.177202, 
t=,952854, actvstrat=,mBuy=,-0.011, mSel=,+0.078, b=,0.273, m=,0.040, ca=,0.0429, cr=,0.0175,  1.171156, 
t=,985710, actvstrat=,mBuy=,-0.028, mSel=,+0.030, b=,0.287, m=,0.005, ca=,0.0438, cr=,0.0181,  1.208509, 
t=,1018566, actvstrat=,mBuy=,-0.003, mSel=,+0.054, b=,0.253, m=,0.000, ca=,0.0438, cr=,0.0163,  1.184866, 
t=,1051423, actvstrat=,mBuy=,+0.000, mSel=,+0.038, b=,0.286, m=,0.002, ca=,0.0498, cr=,0.0149,  1.191223, 
t=,1084280, actvstrat=,mBuy=,-0.031, mSel=,+0.062, b=,0.282, m=,0.000, ca=,0.0550, cr=,0.0157,  1.177338, 
t=,1117136, actvstrat=,mBuy=,-0.015, mSel=,+0.066, b=,0.286, m=,0.039, ca=,0.0532, cr=,0.0136,  1.163522, 
t=,1149993, actvstrat=,mBuy=,-0.019, mSel=,+0.025, b=,0.267, m=,0.031, ca=,0.0534, cr=,0.0161,  1.133703, 
t=,1182856, actvstrat=,mBuy=,-0.013, mSel=,+0.019, b=,0.296, m=,0.044, ca=,0.0536, cr=,0.0131,  1.138336, 
t=,1215713, actvstrat=,mBuy=,+0.000, mSel=,+0.000, b=,0.250, m=,0.006, ca=,0.0535, cr=,0.0161,  1.205101, 
t=,1248569, actvstrat=,mBuy=,-0.020, mSel=,+0.004, b=,0.292, m=,0.000, ca=,0.0527, cr=,0.0139,  1.172878, 
t=,1281426, actvstrat=,mBuy=,+0.000, mSel=,+0.008, b=,0.319, m=,0.019, ca=,0.0467, cr=,0.0167,  1.213251, 
t=,1314282, actvstrat=,mBuy=,-0.009, mSel=,+0.015, b=,0.314, m=,0.000, ca=,0.0478, cr=,0.0207,  1.251166, 
t=,1347139, actvstrat=,mBuy=,+0.000, mSel=,+0.000, b=,0.365, m=,0.007, ca=,0.0453, cr=,0.0210,  1.263997, 
t=,1379995, actvstrat=,mBuy=,-0.024, mSel=,+0.028, b=,0.406, m=,0.000, ca=,0.0465, cr=,0.0227,  1.268536, 
t=,1412853, actvstrat=,mBuy=,-0.039, mSel=,+0.047, b=,0.411, m=,0.007, ca=,0.0460, cr=,0.0184,  1.205768, 
t=,1445710, actvstrat=,mBuy=,-0.050, mSel=,+0.047, b=,0.396, m=,0.000, ca=,0.0443, cr=,0.0226,  1.260528, 
t=,1478567, actvstrat=,mBuy=,-0.046, mSel=,+0.056, b=,0.387, m=,0.014, ca=,0.0513, cr=,0.0241,  1.210094, 
t=,1511423, actvstrat=,mBuy=,-0.048, mSel=,+0.057, b=,0.361, m=,0.000, ca=,0.0521, cr=,0.0239,  1.214999, 
t=,1544280, actvstrat=,mBuy=,-0.042, mSel=,+0.071, b=,0.361, m=,0.009, ca=,0.0572, cr=,0.0229,  1.227497, 
t=,1577136, actvstrat=,mBuy=,-0.045, mSel=,+0.069, b=,0.366, m=,0.000, ca=,0.0544, cr=,0.0272,  1.274408, 
t=,1609993, actvstrat=,mBuy=,-0.017, mSel=,+0.073, b=,0.392, m=,0.037, ca=,0.0523, cr=,0.0315,  1.202028, 
t=,1642850, actvstrat=,mBuy=,-0.004, mSel=,+0.050, b=,0.441, m=,0.000, ca=,0.0504, cr=,0.0299,  1.332399, 
t=,1675706, actvstrat=,mBuy=,-0.007, mSel=,+0.154, b=,0.431, m=,0.002, ca=,0.0528, cr=,0.0293,  1.259854, 
t=,1708563, actvstrat=,mBuy=,+0.000, mSel=,+0.150, b=,0.454, m=,0.032, ca=,0.0559, cr=,0.0286,  1.252452, 
t=,1741419, actvstrat=,mBuy=,-0.056, mSel=,+0.137, b=,0.498, m=,0.058, ca=,0.0542, cr=,0.0260,  1.285903, 
t=,1774276, actvstrat=,mBuy=,-0.008, mSel=,+0.164, b=,0.540, m=,0.065, ca=,0.0587, cr=,0.0275,  1.281696, 
t=,1807133, actvstrat=,mBuy=,-0.010, mSel=,+0.191, b=,0.568, m=,0.027, ca=,0.0586, cr=,0.0283,  1.288460, 
t=,1839989, actvstrat=,mBuy=,-0.004, mSel=,+0.050, b=,0.441, m=,0.000, ca=,0.0504, cr=,0.0299,  1.332399, 
t=,1872846, actvstrat=,mBuy=,-0.055, mSel=,+0.052, b=,0.485, m=,0.011, ca=,0.0499, cr=,0.0284,  1.288153, 
t=,1905703, actvstrat=,mBuy=,-0.103, mSel=,+0.000, b=,0.469, m=,0.021, ca=,0.0464, cr=,0.0284,  1.261169, 
t=,1938559, actvstrat=,mBuy=,-0.073, mSel=,+0.011, b=,0.495, m=,0.022, ca=,0.0427, cr=,0.0276,  1.276933, 
t=,1971416, actvstrat=,mBuy=,-0.073, mSel=,+0.011, b=,0.495, m=,0.022, ca=,0.0427, cr=,0.0276,  1.272491, 
t=,2004272, actvstrat=,mBuy=,-0.062, mSel=,+0.026, b=,0.554, m=,0.006, ca=,0.0400, cr=,0.0268,  1.370941, 
t=,2037129, actvstrat=,mBuy=,-0.039, mSel=,+0.045, b=,0.528, m=,0.000, ca=,0.0384, cr=,0.0283,  1.337679, 
t=,2069985, actvstrat=,mBuy=,-0.047, mSel=,+0.021, b=,0.529, m=,0.030, ca=,0.0382, cr=,0.0265,  1.288973, 
t=,2102842, actvstrat=,mBuy=,-0.040, mSel=,+0.018, b=,0.492, m=,0.000, ca=,0.0379, cr=,0.0296,  1.337441, 
t=,2135698, actvstrat=,mBuy=,-0.014, mSel=,+0.045, b=,0.520, m=,0.002, ca=,0.0373, cr=,0.0316,  1.286727, 
t=,2168555, actvstrat=,mBuy=,-0.014, mSel=,+0.045, b=,0.520, m=,0.002, ca=,0.0373, cr=,0.0316,  1.333935, 
t=,2201411, actvstrat=,mBuy=,-0.009, mSel=,+0.066, b=,0.543, m=,0.000, ca=,0.0399, cr=,0.0333,  1.348941, 
t=,2234268, actvstrat=,mBuy=,-0.063, mSel=,+0.028, b=,0.549, m=,0.002, ca=,0.0375, cr=,0.0348,  1.307444, 
t=,2267125, actvstrat=,mBuy=,-0.074, mSel=,+0.056, b=,0.525, m=,0.011, ca=,0.0349, cr=,0.0365,  1.255997, 
t=,2299983, actvstrat=,mBuy=,-0.074, mSel=,+0.056, b=,0.525, m=,0.011, ca=,0.0349, cr=,0.0365,  1.262275, 
t=,2332840, actvstrat=,mBuy=,-0.060, mSel=,+0.058, b=,0.506, m=,0.012, ca=,0.0335, cr=,0.0394,  1.262574, 
t=,2365696, actvstrat=,mBuy=,-0.048, mSel=,+0.066, b=,0.463, m=,0.033, ca=,0.0320, cr=,0.0405,  1.273929, 
t=,2398554, actvstrat=,mBuy=,-0.087, mSel=,+0.060, b=,0.450, m=,0.024, ca=,0.0352, cr=,0.0419,  1.230893, 
t=,2431412, actvstrat=,mBuy=,-0.090, mSel=,+0.107, b=,0.443, m=,0.009, ca=,0.0359, cr=,0.0406,  1.262978, 
t=,2464269, actvstrat=,mBuy=,-0.130, mSel=,+0.112, b=,0.464, m=,0.000, ca=,0.0307, cr=,0.0369,  1.291891, 
